protein	ionm	id	uid	mz	mzcorr	intensity	cls	headgroup1	rtmean	rtms2	rtmin	rtmax	headgroup	lyso	pref	carb	unsat	fa1p	fa1c	fa1u	fa2p	fa2c	fa2u	fa3p	fa3c	fa3u	fa4p	fa4c	fa4u	fullhgroup	mhgroup	uhgroup	phgroup	hgcc	cc	hgfa	ccfa	adduct	mz_theoretical	ppm	set0	set1	set2	screen	exp_date	domain	lit	lcb_pref	manual_id0	comment	manual_id1	manual_id2	invivo_585_681
STARD15	pos	99	1466	481.4471	481.440716011454	410000	III.6	unknown	12.0	NaN	9.69	12.84	Unknown			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	Unknown	unknown	NA	Unknown	NA	NA	NA	NA		NaN	NaN	True	True	False	A	1970-01-01	START	False	False	unknown		unknown		NaN
STARD15	pos	100	1467	700.6843	700.675008926182	400000	III.6	unknown	19.72	NaN	18.53	20.46	Unknown			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	Unknown	unknown	NA	Unknown	NA	NA	NA	NA		NaN	NaN	True	True	False	A	1970-01-01	START	False	False	unknown		unknown		NaN
STARD15	pos	101	1468	705.7028	705.693442380872	400000	III.6	unknown	18.62	NaN	18.0	19.27	Unknown			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	Unknown	unknown	NA	Unknown	NA	NA	NA	NA		NaN	NaN	True	True	False	A	1970-01-01	START	False	False	unknown		unknown		NaN
STARD15	pos	102	1469	684.6532	684.644121498568	400000	IV	ambiguous	19.42	NaN	18.04	20.31	TAG		O	39.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	TAG-O	ambiguous	TAG-O	TAG	TAG(O-39:0)	39:0	NA	NA	[M+NH4]+	684.6500365533308	-8.639530339577112	True	True	False	A	1970-01-01	START	False	False	[M+NH4]+: Monoalkyldiacylglycerol (O-39:0); Diacylglycerol (39:0)		[M+NH4]+: Monoalkyldiacylglycerol (O-39:0); Diacylglycerol (39:0)		NaN
STARD15	pos	102	1469	684.6532	684.644121498568	400000	IV	ambiguous	19.42	NaN	18.04	20.31	DAG			39.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DAG	ambiguous	DAG	DAG	DAG(39:0)	39:0	NA	NA	[M+NH4]+	684.6500365533308	-8.639530339577112	True	True	False	A	1970-01-01	START	False	False	[M+NH4]+: Monoalkyldiacylglycerol (O-39:0); Diacylglycerol (39:0)		[M+NH4]+: Monoalkyldiacylglycerol (O-39:0); Diacylglycerol (39:0)		NaN
STARD15	pos	103	1470	668.5635	668.55463484799	390000	IV	ambiguous	19.13	10.417304	17.52	20.16	Cer		DH	44.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer	ambiguous	DHCer	Cer	Cer(DH44:6)	44:6	NA	NA	[M+H]+	668.5976218122901	-64.29422256031755	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d44:6); Ceramide (DH44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t41:4); Ceramide (d41:4-OH); Ceramide (d42:3); Ceramide (DH42:3)		[M+H]+: Ceramide (d*44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t*41:4); Ceramide (d*42:3)		NaN
STARD15	pos	103	1470	668.5635	668.55463484799	390000	IV	ambiguous	19.13	10.417304	17.52	20.16	Cer		d	42.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer	ambiguous	dCer	Cer	Cer(d42:3)	42:3	NA	NA	[M+Na]+	668.5952157020907	-60.69569920292265	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d44:6); Ceramide (DH44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t41:4); Ceramide (d41:4-OH); Ceramide (d42:3); Ceramide (DH42:3)		[M+H]+: Ceramide (d*44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t*41:4); Ceramide (d*42:3)		NaN
STARD15	pos	103	1470	668.5635	668.55463484799	390000	IV	ambiguous	19.13	10.417304	17.52	20.16	Cer		d	44.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer	ambiguous	dCer	Cer	Cer(d44:6)	44:6	NA	NA	[M+H]+	668.59762146677	-64.2937058102115	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d44:6); Ceramide (DH44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t41:4); Ceramide (d41:4-OH); Ceramide (d42:3); Ceramide (DH42:3)		[M+H]+: Ceramide (d*44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t*41:4); Ceramide (d*42:3)		NaN
STARD15	pos	103	1470	668.5635	668.55463484799	390000	IV	ambiguous	19.13	10.417304	17.52	20.16	DAG			38.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DAG	ambiguous	DAG	DAG	DAG(38:1)	38:1	NA	NA	[M+NH4]+	668.6187255533307	-95.85538497697932	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d44:6); Ceramide (DH44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t41:4); Ceramide (d41:4-OH); Ceramide (d42:3); Ceramide (DH42:3)		[M+H]+: Ceramide (d*44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t*41:4); Ceramide (d*42:3)		NaN
STARD15	pos	103	1470	668.5635	668.55463484799	390000	IV	ambiguous	19.13	10.417304	17.52	20.16	Cer		t	41.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	tCer	ambiguous	tCer	Cer	Cer(t41:4)	41:4	NA	NA	[M+Na]+	668.5588306021907	-6.275818983585126	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d44:6); Ceramide (DH44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t41:4); Ceramide (d41:4-OH); Ceramide (d42:3); Ceramide (DH42:3)		[M+H]+: Ceramide (d*44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t*41:4); Ceramide (d*42:3)		NaN
STARD15	pos	103	1470	668.5635	668.55463484799	390000	IV	ambiguous	19.13	10.417304	17.52	20.16	Cer		DH	42.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer	ambiguous	DHCer	Cer	Cer(DH42:3)	42:3	NA	NA	[M+Na]+	668.5952161121307	-60.696312451573554	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d44:6); Ceramide (DH44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t41:4); Ceramide (d41:4-OH); Ceramide (d42:3); Ceramide (DH42:3)		[M+H]+: Ceramide (d*44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t*41:4); Ceramide (d*42:3)		NaN
STARD15	pos	103	1470	668.5635	668.55463484799	390000	IV	ambiguous	19.13	10.417304	17.52	20.16	Cer		d	41.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer-OH	ambiguous	dCer-OH	Cer	Cer(d41:4-OH)	41:4	NA	NA	[M+Na]+	668.5588306021907	-6.275818983585126	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d44:6); Ceramide (DH44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t41:4); Ceramide (d41:4-OH); Ceramide (d42:3); Ceramide (DH42:3)		[M+H]+: Ceramide (d*44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t*41:4); Ceramide (d*42:3)		NaN
STARD15	pos	103	1470	668.5635	668.55463484799	390000	IV	ambiguous	19.13	10.417304	17.52	20.16	DAG		O	40.0	8.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	ambiguous	DAG-O	DAG	DAG(O-40:8)	40:8	NA	NA	[M+NH4]+	668.5612305533308	-9.865521719483226	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d44:6); Ceramide (DH44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t41:4); Ceramide (d41:4-OH); Ceramide (d42:3); Ceramide (DH42:3)		[M+H]+: Ceramide (d*44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t*41:4); Ceramide (d*42:3)		NaN
STARD15	pos	103	1470	668.5635	668.55463484799	390000	IV	ambiguous	19.13	10.417304	17.52	20.16	Cer		DH	41.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer-OH	ambiguous	DHCer-OH	Cer	Cer(DH41:4-OH)	41:4	NA	NA	[M+Na]+	668.5588306021907	-6.275818983585126	False	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d44:6); Ceramide (DH44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t41:4); Ceramide (d41:4-OH); Ceramide (d42:3); Ceramide (DH42:3)		[M+H]+: Ceramide (d*44:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-40:8); Diacylglycerol (38:1) /// [M+Na]+: Ceramide (t*41:4); Ceramide (d*42:3)		NaN
STARD15	pos	104	1471	637.5809	637.572445677266	390000	IV	ambiguous	17.63	NaN	17.06	18.49	Cer		DH	40.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer	ambiguous	DHCer	Cer	Cer(DH40:2)	40:2	NA	NA	[M+NH4]+	637.6241708988508	-81.12180175330927	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Diacylglycerol (37:1); Monoalkylmonoacylglycerol (O-38:1) /// [M+NH4]+: Ceramide (d40:2); Ceramide (DH40:2); Ceramide (t39:3); Ceramide (d39:3-OH)		[M+H]+: Diacylglycerol (37:1); Monoalkylmonoacylglycerol (O-38:1) /// [M+NH4]+: Ceramide (d*40:2); Ceramide (t*39:3)		NaN
STARD15	pos	104	1471	637.5809	637.572445677266	390000	IV	ambiguous	17.63	NaN	17.06	18.49	DAG		O	38.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	ambiguous	DAG-O	DAG	DAG(O-38:1)	38:1	NA	NA	[M+H]+	637.61292846677	-63.4911679116556	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Diacylglycerol (37:1); Monoalkylmonoacylglycerol (O-38:1) /// [M+NH4]+: Ceramide (d40:2); Ceramide (DH40:2); Ceramide (t39:3); Ceramide (d39:3-OH)		[M+H]+: Diacylglycerol (37:1); Monoalkylmonoacylglycerol (O-38:1) /// [M+NH4]+: Ceramide (d*40:2); Ceramide (t*39:3)		NaN
STARD15	pos	104	1471	637.5809	637.572445677266	390000	IV	ambiguous	17.63	NaN	17.06	18.49	Cer		d	40.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer	ambiguous	dCer	Cer	Cer(d40:2)	40:2	NA	NA	[M+NH4]+	637.6241705533307	-81.12125991049106	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Diacylglycerol (37:1); Monoalkylmonoacylglycerol (O-38:1) /// [M+NH4]+: Ceramide (d40:2); Ceramide (DH40:2); Ceramide (t39:3); Ceramide (d39:3-OH)		[M+H]+: Diacylglycerol (37:1); Monoalkylmonoacylglycerol (O-38:1) /// [M+NH4]+: Ceramide (d*40:2); Ceramide (t*39:3)		NaN
STARD15	pos	104	1471	637.5809	637.572445677266	390000	IV	ambiguous	17.63	NaN	17.06	18.49	DAG			37.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DAG	ambiguous	DAG	DAG	DAG(37:1)	37:1	NA	NA	[M+H]+	637.57655146677	-6.439680842190232	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Diacylglycerol (37:1); Monoalkylmonoacylglycerol (O-38:1) /// [M+NH4]+: Ceramide (d40:2); Ceramide (DH40:2); Ceramide (t39:3); Ceramide (d39:3-OH)		[M+H]+: Diacylglycerol (37:1); Monoalkylmonoacylglycerol (O-38:1) /// [M+NH4]+: Ceramide (d*40:2); Ceramide (t*39:3)		NaN
STARD15	pos	104	1471	637.5809	637.572445677266	390000	IV	ambiguous	17.63	NaN	17.06	18.49	Cer		DH	39.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer-OH	ambiguous	DHCer-OH	Cer	Cer(DH39:3-OH)	39:3	NA	NA	[M+NH4]+	637.5877853889108	-24.058979792697002	False	True	False	A	1970-01-01	START	False	False	[M+H]+: Diacylglycerol (37:1); Monoalkylmonoacylglycerol (O-38:1) /// [M+NH4]+: Ceramide (d40:2); Ceramide (DH40:2); Ceramide (t39:3); Ceramide (d39:3-OH)		[M+H]+: Diacylglycerol (37:1); Monoalkylmonoacylglycerol (O-38:1) /// [M+NH4]+: Ceramide (d*40:2); Ceramide (t*39:3)		NaN
STARD15	pos	104	1471	637.5809	637.572445677266	390000	IV	ambiguous	17.63	NaN	17.06	18.49	Cer		t	39.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	tCer	ambiguous	tCer	Cer	Cer(t39:3)	39:3	NA	NA	[M+NH4]+	637.5877853889108	-24.058979792697002	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Diacylglycerol (37:1); Monoalkylmonoacylglycerol (O-38:1) /// [M+NH4]+: Ceramide (d40:2); Ceramide (DH40:2); Ceramide (t39:3); Ceramide (d39:3-OH)		[M+H]+: Diacylglycerol (37:1); Monoalkylmonoacylglycerol (O-38:1) /// [M+NH4]+: Ceramide (d*40:2); Ceramide (t*39:3)		NaN
STARD15	pos	104	1471	637.5809	637.572445677266	390000	IV	ambiguous	17.63	NaN	17.06	18.49	Cer		d	39.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer-OH	ambiguous	dCer-OH	Cer	Cer(d39:3-OH)	39:3	NA	NA	[M+NH4]+	637.5877853889108	-24.058979792697002	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Diacylglycerol (37:1); Monoalkylmonoacylglycerol (O-38:1) /// [M+NH4]+: Ceramide (d40:2); Ceramide (DH40:2); Ceramide (t39:3); Ceramide (d39:3-OH)		[M+H]+: Diacylglycerol (37:1); Monoalkylmonoacylglycerol (O-38:1) /// [M+NH4]+: Ceramide (d*40:2); Ceramide (t*39:3)		NaN
STARD15	pos	105	1472	666.6387	666.629860370838	380000	IV	ambiguous	19.4	NaN	18.49	20.24	Cer		DH	42.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer-OH	ambiguous	DHCer-OH	Cer	Cer(DH42:1-OH)	42:1	NA	NA	[M+H]+	666.63948662495	-14.439969886550161	False	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (t42:1); Ceramide (d42:1-OH); Ceramide (DH43:0) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-39:2)		[M+H]+: Ceramide (t*42:1); Ceramide (DH43:0) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-39:2)		NaN
STARD15	pos	105	1472	666.6387	666.629860370838	380000	IV	ambiguous	19.4	NaN	18.49	20.24	Cer		d	42.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer-OH	ambiguous	dCer-OH	Cer	Cer(d42:1-OH)	42:1	NA	NA	[M+H]+	666.63948662495	-14.439969886550161	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (t42:1); Ceramide (d42:1-OH); Ceramide (DH43:0) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-39:2)		[M+H]+: Ceramide (t*42:1); Ceramide (DH43:0) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-39:2)		NaN
STARD15	pos	105	1472	666.6387	666.629860370838	380000	IV	ambiguous	19.4	NaN	18.49	20.24	DAG		O	39.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	ambiguous	DAG-O	DAG	DAG(O-39:2)	39:2	NA	NA	[M+NH4]+	666.6394775533307	-14.42636209915386	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (t42:1); Ceramide (d42:1-OH); Ceramide (DH43:0) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-39:2)		[M+H]+: Ceramide (t*42:1); Ceramide (DH43:0) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-39:2)		NaN
STARD15	pos	105	1472	666.6387	666.629860370838	380000	IV	ambiguous	19.4	NaN	18.49	20.24	Cer		DH	43.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer	ambiguous	DHCer	Cer	Cer(DH43:0)	43:0	NA	NA	[M+H]+	666.67587213489	-69.01669308166053	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (t42:1); Ceramide (d42:1-OH); Ceramide (DH43:0) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-39:2)		[M+H]+: Ceramide (t*42:1); Ceramide (DH43:0) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-39:2)		NaN
STARD15	pos	105	1472	666.6387	666.629860370838	380000	IV	ambiguous	19.4	NaN	18.49	20.24	Cer		t	42.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	tCer	ambiguous	tCer	Cer	Cer(t42:1)	42:1	NA	NA	[M+H]+	666.63948646677	-14.43973261030153	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (t42:1); Ceramide (d42:1-OH); Ceramide (DH43:0) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-39:2)		[M+H]+: Ceramide (t*42:1); Ceramide (DH43:0) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-39:2)		NaN
STARD15	pos	106	1473	477.4159	477.409569465166	380000	III.5	unknown	10.28	10.236789	8.16	11.5	Unknown			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	Unknown	unknown	NA	Unknown	NA	NA	NA	NA		NaN	NaN	True	True	False	A	1970-01-01	START	False	False	unknown		unknown		NaN
STARD15	pos	107	1474	571.4966	571.489021955084	370000	IV	ambiguous	12.61	NaN	11.42	15.54	Cer		d	36.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer	ambiguous	dCer	Cer	Cer(d36:7)	36:7	NA	NA	[M+NH4]+	571.4833205533307	9.976497210415431	True	True	False	A	1970-01-01	START	False	False	[M+NH4]+: Ceramide (d36:7); Ceramide (DH36:7)		[M+NH4]+: Ceramide (d*36:7)		NaN
STARD15	pos	107	1474	571.4966	571.489021955084	370000	IV	ambiguous	12.61	NaN	11.42	15.54	Cer		DH	36.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer	ambiguous	DHCer	Cer	Cer(DH36:7)	36:7	NA	NA	[M+NH4]+	571.4833203181707	9.976908705048753	True	True	False	A	1970-01-01	START	False	False	[M+NH4]+: Ceramide (d36:7); Ceramide (DH36:7)		[M+NH4]+: Ceramide (d*36:7)		NaN
STARD15	pos	108	1475	706.7317	706.722328737658	370000	III.6	unknown	19.69	NaN	18.79	20.5	Unknown			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	Unknown	unknown	NA	Unknown	NA	NA	NA	NA		NaN	NaN	True	True	False	A	1970-01-01	START	False	False	unknown		unknown		NaN
STARD15	pos	109	1476	544.4894	544.482180070556	370000	IV	ambiguous	18.15	NaN	14.16	18.68	Cer		d	35.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer	ambiguous	dCer	Cer	Cer(d35:5)	35:5	NA	NA	[M+H]+	544.47242146677	17.92304513725614	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d35:5); Ceramide (DH35:5)		[M+H]+: Ceramide (d*35:5)		NaN
STARD15	pos	109	1476	544.4894	544.482180070556	370000	IV	ambiguous	18.15	NaN	14.16	18.68	Cer		DH	35.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer	ambiguous	DHCer	Cer	Cer(DH35:5)	35:5	NA	NA	[M+H]+	544.47242129613	17.923358547111434	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d35:5); Ceramide (DH35:5)		[M+H]+: Ceramide (d*35:5)		NaN
STARD15	pos	110	1477	503.4309	503.424224506266	370000	III.5	unknown	10.65	10.694098	8.73	12.53	Unknown			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	Unknown	unknown	NA	Unknown	NA	NA	NA	NA		NaN	NaN	True	True	False	A	1970-01-01	START	False	False	unknown		unknown		NaN
STARD15	pos	111	1478	716.7161	716.706596344514	360000	III.6	unknown	19.85	NaN	18.82	20.54	Unknown			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	Unknown	unknown	NA	Unknown	NA	NA	NA	NA		NaN	NaN	True	True	False	A	1970-01-01	START	False	False	unknown		unknown		NaN
STARD15	pos	112	1479	718.7314	718.721869621636	360000	III.6	unknown	19.87	NaN	18.94	20.57	Unknown			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	Unknown	unknown	NA	Unknown	NA	NA	NA	NA		NaN	NaN	True	True	False	A	1970-01-01	START	False	False	unknown		unknown		NaN
STARD15	pos	113	1480	595.5917	595.583802454058	360000	III.2	unknown	16.48	16.402649	15.9	17.76	Cer		DH	37.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer	unknown	DHCer	Cer	Cer(DH37:2)	37:2	NA	NA	[M+NH4]+	595.5772207052908	11.051041810153707	True	True	False	A	1970-01-01	START	False	False	[M+NH4]+: Ceramide (d37:2); Ceramide (DH37:2)		[M+NH4]+: Ceramide (d*37:2)		NaN
STARD15	pos	113	1480	595.5917	595.583802454058	360000	III.2	unknown	16.48	16.402649	15.9	17.76	Cer		d	37.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer	unknown	dCer	Cer	Cer(d37:2)	37:2	NA	NA	[M+NH4]+	595.5772207052908	11.051041810153707	True	True	False	A	1970-01-01	START	False	False	[M+NH4]+: Ceramide (d37:2); Ceramide (DH37:2)		[M+NH4]+: Ceramide (d*37:2)		NaN
STARD15	pos	114	1481	566.5484	566.540887568216	360000	IV	ambiguous	15.69	NaN	14.56	16.76	Cer		DH	36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer	ambiguous	DHCer	Cer	Cer(DH36:1)	36:1	NA	NA	[M+H]+	566.55067146677	-17.269238299002076	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d36:1); Ceramide (DH36:1)		[M+H]+: Ceramide (d*36:1)		NaN
STARD15	pos	114	1481	566.5484	566.540887568216	360000	IV	ambiguous	15.69	NaN	14.56	16.76	Cer		d	36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer	ambiguous	dCer	Cer	Cer(d36:1)	36:1	NA	NA	[M+H]+	566.55067146677	-17.269238299002076	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d36:1); Ceramide (DH36:1)		[M+H]+: Ceramide (d*36:1)		NaN
STARD15	pos	115	1482	640.5333	640.524806528442	360000	IV	ambiguous	19.14	9.2074833	17.25	19.83	DAG		O	38.0	8.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	ambiguous	DAG-O	DAG	DAG(O-38:8)	38:8	NA	NA	[M+NH4]+	640.5299195533307	-7.982491890902339	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d42:6); Ceramide (DH42:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-38:8) /// [M+Na]+: Ceramide (t39:4); Ceramide (d39:4-OH); Ceramide (d40:3); Ceramide (DH40:3)		[M+H]+: Ceramide (d*42:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-38:8) /// [M+Na]+: Ceramide (t*39:4); Ceramide (d*40:3)		NaN
STARD15	pos	115	1482	640.5333	640.524806528442	360000	IV	ambiguous	19.14	9.2074833	17.25	19.83	Cer		d	42.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer	ambiguous	dCer	Cer	Cer(d42:6)	42:6	NA	NA	[M+H]+	640.56632146677	-64.80974246804463	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d42:6); Ceramide (DH42:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-38:8) /// [M+Na]+: Ceramide (t39:4); Ceramide (d39:4-OH); Ceramide (d40:3); Ceramide (DH40:3)		[M+H]+: Ceramide (d*42:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-38:8) /// [M+Na]+: Ceramide (t*39:4); Ceramide (d*40:3)		NaN
STARD15	pos	115	1482	640.5333	640.524806528442	360000	IV	ambiguous	19.14	9.2074833	17.25	19.83	Cer		DH	39.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer-OH	ambiguous	DHCer-OH	Cer	Cer(DH39:4-OH)	39:4	NA	NA	[M+Na]+	640.5275304731507	-4.25265828414769	False	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d42:6); Ceramide (DH42:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-38:8) /// [M+Na]+: Ceramide (t39:4); Ceramide (d39:4-OH); Ceramide (d40:3); Ceramide (DH40:3)		[M+H]+: Ceramide (d*42:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-38:8) /// [M+Na]+: Ceramide (t*39:4); Ceramide (d*40:3)		NaN
STARD15	pos	115	1482	640.5333	640.524806528442	360000	IV	ambiguous	19.14	9.2074833	17.25	19.83	Cer		d	39.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dCer-OH	ambiguous	dCer-OH	Cer	Cer(d39:4-OH)	39:4	NA	NA	[M+Na]+	640.5275304731507	-4.25265828414769	True	True	False	A	1970-01-01	START	False	False	[M+H]+: Ceramide (d42:6); Ceramide (DH42:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-38:8) /// [M+Na]+: Ceramide (t39:4); Ceramide (d39:4-OH); Ceramide (d40:3); Ceramide (DH40:3)		[M+H]+: Ceramide (d*42:6) /// [M+NH4]+: Monoalkylmonoacylglycerol (O-38:8) /// [M+Na]+: Ceramide (t*39:4); Ceramide (d*40:3)		NaN
